Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week,Process_Enc,Machine_Enc,Shift_Enc,Util_x_CycleTime,Wait_to_Cycle_Ratio,Total_Process_Time,Defect_x_Output,High_Inventory,Log_Lead_Time,Log_Waiting
533,P02,Cutting,M02,13.25,7.88,12.78,0.0801,4,0.5243,1.22,33.75,26.94,0,Night,3,1,1,2,6.946975,0.9645275739414536,33.91,0.097722,0,3.548179572010801,2.6232182655855123
534,P10,Dispatch,M03,4.5,19.38,0.46,0.0829,8,0.5432,6.55,23.41,49.17,0,Morning,3,2,2,1,2.4444,0.10222199506223321,24.34,0.542995,0,3.1949928844048685,0.3784364357202451
535,P06,Assembly,M06,27.09,10.36,8.9,0.1451,14,0.7497,1.56,46.45,70.44,1,Afternoon,2,0,5,0,20.309373,0.3285343933058718,46.35,0.22635600000000003,0,3.859676525055937,2.2925347571405443
536,P08,Packaging,M05,7.66,6.11,1.06,0.1205,5,0.4205,3.24,15.09,41.34,1,Morning,1,4,4,1,3.22103,0.13838102039031283,14.83,0.39042,0,2.7781979610042917,0.7227059828014898
537,P02,Cutting,M06,10.66,7.58,1.69,0.2002,35,0.8995,3.96,21.51,70.38,1,Morning,5,1,5,1,9.58867,0.15853643664499376,19.930000000000003,0.7927919999999999,0,3.113959654918641,0.9895411936137477
538,P06,Assembly,M06,20.96,5.02,42.43,0.1375,46,0.7887,2.41,68.41,84.11,1,Morning,5,0,5,1,16.531152,2.024331095261882,68.41,0.33137500000000003,1,4.2400309493514925,3.7711504465467307
539,P04,Welding,M10,20.56,7.94,1.02,0.1509,0,0.6591,1.62,27.87,55.65,1,Night,5,9,9,2,13.551096,0.04961087081183327,29.52,0.24445800000000004,0,3.3628029936748436,0.7030975114131134
540,P08,Packaging,M04,7.29,2.55,2.75,0.1796,10,0.8053,5.48,12.79,66.56,1,Night,1,4,3,2,5.870637,0.37722856347247813,12.59,0.9842080000000001,0,2.6239436918052106,1.3217558399823195
541,P04,Welding,M04,24.32,13.9,34.94,0.1206,10,0.9189,1.76,74.07,71.2,1,Night,2,9,3,2,22.347648000000003,1.4366770408400324,73.16,0.212256,0,4.318421011584911,3.581850881355413
542,P04,Welding,M05,22.55,36.81,22.19,0.119,28,0.9115,2.73,80.65,102.64,1,Afternoon,1,9,4,0,20.554325,0.9840350403392283,81.55,0.32487,0,4.402441819416474,3.1437211512674406
543,P09,Storage,M06,2.48,6.53,15.23,0.0735,0,0.807,17.13,24.36,70.86,1,Afternoon,1,7,5,0,2.00136,6.141104269740848,24.240000000000002,1.2590549999999998,0,3.233173129569025,2.7868613815264998
544,P03,Forming,M03,19.28,3.1,12.06,0.1245,27,0.7589,2.14,35.78,68.75,1,Morning,3,3,2,1,14.631592000000001,0.6255183477601931,34.440000000000005,0.26643,0,3.604954219176175,2.569554123848285
545,P04,Welding,M01,17.87,4.74,3.64,0.1454,1,0.8546,3.02,24.73,89.95,1,Afternoon,1,9,0,0,15.271702000000001,0.20369322680849086,26.25,0.439108,0,3.2476576262936527,1.534714366238164
546,P10,Dispatch,M01,2.79,1.98,2.92,0.07,26,0.3813,6.65,6.19,30.94,0,Night,3,2,0,2,1.0638269999999999,1.0465912308558034,7.6899999999999995,0.4655000000000001,0,1.9726911717329554,1.366091653802371
547,P05,Surface Treatment,M05,18.32,9.6,2.54,0.0762,64,0.6426,2.16,29.94,65.86,0,Morning,5,8,4,1,11.772431999999998,0.13864621252935996,30.46,0.16459200000000002,1,3.43204984514492,1.264126727145683
548,P07,Quality Inspection,M09,8.18,1.76,3.47,0.0898,69,0.6226,4.55,13.87,62.03,0,Afternoon,2,5,8,0,5.092868,0.4242048603852563,13.41,0.40859,1,2.6993457604720636,1.4973884086254776
549,P10,Dispatch,M06,4.42,1.58,2.98,0.0708,9,0.8262,10.38,9.4,76.46,0,Afternoon,4,2,5,0,3.6518040000000003,0.6742066194420375,8.98,0.7349040000000001,0,2.341805806147327,1.3812818192963463
550,P03,Forming,M05,14.08,2.63,1.47,0.1037,1,0.3919,1.4,18.98,32.93,1,Morning,5,3,4,1,5.517952,0.10440333494081325,18.18,0.14518,0,2.9947317732204075,0.9042181506398859
551,P06,Assembly,M07,33.13,0.75,8.56,0.1447,7,0.8703,0.88,43.44,48.8,1,Afternoon,4,0,6,0,28.833039,0.25837601618592926,42.440000000000005,0.127336,0,3.7941399647714293,2.25758772706331
552,P02,Cutting,M08,13.08,4.05,6.78,0.0809,11,0.5616,2.34,24.88,50.96,0,Night,4,1,7,2,7.345728,0.5183482275625172,23.91,0.18930599999999997,0,3.2534704696327,2.0515563381903004
553,P06,Assembly,M02,23.46,3.07,82.26,0.3158,34,0.5909,0.38,109.55,14.68,1,Afternoon,1,0,1,0,13.862514000000001,3.5063923672666806,108.79,0.12000400000000001,0,4.705467907303455,4.421968241766829
554,P05,Surface Treatment,M02,19.89,6.23,2.75,0.0472,12,0.7978,2.09,30.44,69.37,0,Afternoon,4,8,1,0,15.868242,0.13826036286557924,28.87,0.09864799999999999,0,3.448080967561006,1.3217558399823195
555,P07,Quality Inspection,M08,9.59,15.43,5.68,0.0945,3,0.56,2.71,30.87,43.29,0,Night,4,5,7,2,5.3704,0.5922830111751708,30.7,0.256095,0,3.461665128429245,1.8991179875485542
556,P07,Quality Inspection,M09,10.39,0.71,0.45,0.1421,65,0.8135,3.67,10.39,63.58,1,Night,4,5,8,2,8.452265,0.043310834157041234,11.55,0.521507,1,2.432735777459091,0.37156355643248307
557,P02,Cutting,M10,12.13,10.94,5.92,0.0462,20,0.2052,1.27,27.77,25.63,0,Night,3,1,9,2,2.4890760000000003,0.4880457641832117,28.990000000000002,0.058674,0,3.3593331775634567,1.9344157696295783
558,P04,Welding,M03,17.74,3.39,10.02,0.122,53,0.8667,3.16,30.21,93.33,1,Morning,1,9,2,1,15.375257999999999,0.56482493527343,31.15,0.38552000000000003,1,3.440738556282688,2.3997118037247684
559,P10,Dispatch,M05,4.99,0.5,1.03,0.0672,59,0.7418,8.77,5.31,72.88,0,Night,4,2,4,2,3.701582,0.20641241199917437,6.5200000000000005,0.589344,1,1.8421356765531218,0.708035793053696
560,P10,Dispatch,M02,5.85,6.13,6.41,0.106,8,0.7356,6.65,16.65,64.9,1,Night,1,2,1,2,4.30326,1.095724622692953,18.39,0.7049,0,2.8707357833793057,2.0028304393079956
561,P06,Assembly,M10,19.72,2.65,14.92,0.1421,9,0.9235,1.76,36.52,57.86,1,Morning,3,0,9,1,18.21142,0.7565919084219532,37.29,0.250096,0,3.624874124138024,2.767576180416237
562,P03,Forming,M05,14.04,3.41,0.28,0.0468,0,0.4648,2.48,17.41,58.1,0,Morning,1,3,4,1,6.525791999999999,0.019943005738599903,17.73,0.116064,0,2.9128939952449864,0.2468600779315258
563,P07,Quality Inspection,M06,8.25,5.26,12.9,0.1277,6,0.6029,3.83,25.73,52.6,1,Morning,5,5,5,1,4.9739249999999995,1.5636344683218566,26.41,0.48909100000000005,0,3.2857865301508276,2.631888840136646
564,P08,Packaging,M05,8.71,6.17,0.72,0.0403,2,0.9035,6.19,16.86,89.84,1,Morning,2,4,4,1,7.869485,0.0826635101452237,15.600000000000001,0.24945700000000004,0,2.882563575448353,0.5423242908253617
565,P05,Surface Treatment,M05,24.5,1.42,8.96,0.1187,16,0.4512,0.35,35.56,14.35,1,Afternoon,2,8,4,0,11.0544,0.36571413644320966,34.88,0.041545,0,3.5989547465859495,2.298577071596507
566,P02,Cutting,M03,15.05,0.83,0.34,0.045,17,0.3257,2.05,15.05,51.34,0,Night,3,1,2,2,4.901785,0.022591347115383978,16.220000000000002,0.09224999999999998,0,2.775708849576025,0.29266961396282
567,P07,Quality Inspection,M08,8.46,1.74,5.86,0.1467,51,0.7534,3.27,15.49,46.12,1,Morning,2,5,7,1,6.373764,0.6926705760395082,16.060000000000002,0.479709,1,2.8027541365715076,1.925707441737794
568,P01,Raw Material Intake,M06,4.24,0.5,1.76,0.059,17,0.5912,7.86,6.62,55.62,0,Night,2,6,5,2,2.506688,0.4150933606288665,6.5,0.46374,0,2.030776369698555,1.0152306797290584
569,P03,Forming,M02,14.87,2.17,11.82,0.1393,58,0.7479,2.82,29.13,69.96,1,Night,2,3,1,2,11.121273,0.794888503773703,28.86,0.392826,1,3.40552135314221,2.551006451492524
570,P02,Cutting,M06,9.39,2.48,14.65,0.1045,55,0.3941,1.56,27.48,24.35,1,Morning,4,1,5,1,3.7005990000000004,1.5601687325146618,26.520000000000003,0.16302,1,3.349202086543775,2.750470916986162
571,P10,Dispatch,M09,5.24,1.46,8.08,0.1096,36,0.5626,6.13,14.95,53.49,1,Afternoon,3,2,8,0,2.948024,1.5419817901110877,14.780000000000001,0.671848,0,2.7694588292308535,2.206074192613202
572,P10,Dispatch,M07,5.36,2.21,3.59,0.1256,61,0.9587,8.81,11.06,78.72,1,Night,3,2,6,2,5.138632,0.669774869823004,11.16,1.106536,1,2.4898941912990393,1.5238800240724537
573,P01,Raw Material Intake,M07,3.82,0.5,2.71,0.1653,69,0.4615,5.1,6.63,32.43,1,Afternoon,1,6,6,0,1.76293,0.7094222266433857,7.03,0.84303,1,2.0320878452963655,1.3110318766193438
574,P02,Cutting,M01,9.22,2.74,1.46,0.2455,25,0.7108,3.81,12.41,58.57,1,Afternoon,5,1,0,0,6.5535760000000005,0.15835123823076114,13.420000000000002,0.935355,0,2.596000697293587,0.9001613499442714
575,P04,Welding,M03,17.09,16.56,11.73,0.2348,8,0.9769,3.4,45.21,96.91,1,Morning,1,9,2,1,16.695221,0.6863658944611502,45.379999999999995,0.79832,0,3.833196224882175,2.543961412569315
576,P07,Quality Inspection,M09,9.57,1.19,15.38,0.2534,247,0.733,3.23,25.29,51.45,1,Afternoon,4,5,8,0,7.01481,1.6071038588256439,26.14,0.818482,1,3.26918863874179,2.7960610784249234
577,P10,Dispatch,M02,3.3,5.33,5.13,0.2725,15,0.328,5.06,12.38,27.8,1,Morning,5,2,1,1,1.0824,1.5545407438159278,13.759999999999998,1.37885,0,2.5937610547000824,1.81319474994812
578,P06,Assembly,M09,19.41,9.53,29.89,0.0846,8,0.5621,1.91,59.51,61.74,1,Morning,1,0,8,1,10.910361000000002,1.5399270788629167,58.83,0.16158599999999998,0,4.10280864063423,3.43043250693049
579,P02,Cutting,M09,10.3,2.13,9.92,0.0406,7,0.5648,3.41,22.98,58.45,0,Morning,1,1,8,1,5.81744,0.9631058610622708,22.35,0.13844599999999999,0,3.177220149599368,2.390595970316759
580,P05,Surface Treatment,M03,14.88,9.27,6.33,0.0879,18,0.6385,2.39,32.24,59.25,0,Night,2,8,2,2,9.50088,0.4254029399173791,30.479999999999997,0.21008100000000002,0,3.5037539699872475,1.9919755158985601
581,P06,Assembly,M07,29.32,5.11,18.71,0.1309,15,0.5481,0.7,51.79,34.3,1,Afternoon,2,0,6,0,16.070292000000002,0.638130750978598,53.14,0.09162999999999999,0,3.9663217788355247,2.9811261211646287
582,P05,Surface Treatment,M06,15.46,0.5,2.42,0.1153,36,0.4865,1.29,17.66,33.33,1,Afternoon,2,8,5,0,7.5212900000000005,0.15653288710680005,18.380000000000003,0.148737,0,2.926382195419198,1.2296405510745139
583,P07,Quality Inspection,M06,9.81,5.96,6.33,0.1974,25,0.9002,4.4,21.6,71.92,1,Afternoon,2,5,5,0,8.830962000000001,0.645259281081263,22.1,0.86856,0,3.1179499062782403,1.9919755158985601
584,P03,Forming,M06,16.39,0.94,2.77,0.0804,8,0.5302,2.0,19.81,54.61,0,Night,1,3,5,2,8.689978,0.1690053880382013,20.1,0.1608,0,3.035433640405543,1.3270750014599193
585,P09,Storage,M09,3.41,2.55,0.17,0.087,18,0.6672,11.53,6.33,65.45,0,Night,3,7,8,2,2.2751520000000003,0.04985322623687321,6.13,1.00311,0,1.9919755158985601,0.15700374880966478
586,P07,Quality Inspection,M03,12.42,7.16,6.09,0.1666,20,0.6513,3.45,27.35,71.31,1,Morning,1,5,2,1,8.089146,0.4903377694542919,25.669999999999998,0.57477,0,3.3446270301737613,1.958685340544036
587,P09,Storage,M01,3.24,1.85,2.64,0.0643,20,0.6169,11.41,7.6,61.52,0,Afternoon,5,7,0,0,1.9987560000000002,0.8148122999620371,7.73,0.733663,0,2.151762203259462,1.2919836816486494
588,P08,Packaging,M10,8.28,6.57,5.46,0.0739,0,0.7883,5.48,21.18,75.64,0,Night,1,4,9,2,6.527124,0.6594194934547182,20.31,0.404972,0,3.099190981922221,1.8656293177945105
589,P01,Raw Material Intake,M02,3.89,3.11,0.86,0.1702,14,0.5932,8.18,7.65,53.07,1,Afternoon,5,6,1,0,2.3075479999999997,0.22107912318991466,7.86,1.3922359999999998,0,2.157559320943788,0.6205764877251099
590,P01,Raw Material Intake,M10,6.29,0.72,0.59,0.1066,11,0.8772,7.14,7.9,74.87,1,Morning,2,6,9,1,5.517588,0.09379953291012257,7.6,0.761124,0,2.186051276738094,0.4637340162321401
591,P08,Packaging,M02,7.92,4.31,0.34,0.0558,42,0.6064,4.25,12.52,56.12,0,Afternoon,1,4,1,0,4.802688000000001,0.04292923872570868,12.57,0.23715,1,2.604170070614818,0.29266961396282
592,P08,Packaging,M04,5.9,19.78,2.2,0.169,26,0.3279,2.7,29.07,26.58,1,Morning,5,4,3,1,1.9346100000000002,0.37288072393097643,27.88,0.45630000000000004,0,3.4035279970004377,1.1631508098056809
593,P10,Dispatch,M05,4.73,3.35,11.03,0.0674,34,0.4567,4.6,19.85,36.26,0,Morning,5,2,4,1,2.160191,2.3319189600021986,19.11,0.31004,0,3.0373539482448106,2.4874035299865875
594,P10,Dispatch,M01,5.05,8.9,2.27,0.1594,77,0.5596,6.27,15.53,52.71,1,Afternoon,2,2,0,0,2.82598,0.4495040603879993,16.22,0.9994379999999998,1,2.805176911832933,1.184789984909162
595,P07,Quality Inspection,M03,11.94,5.01,16.16,0.1069,87,0.7671,2.8,34.52,55.67,1,Morning,4,5,2,1,9.159174,1.3534327023176698,33.11,0.29932,1,3.5700959181239695,2.8425810940598164
596,P02,Cutting,M01,11.56,4.93,2.05,0.1011,1,0.7782,3.92,17.61,75.47,1,Night,4,1,0,2,8.995992000000001,0.177335486734008,18.540000000000003,0.396312,0,2.9236990706541595,1.1151415906193203
597,P05,Surface Treatment,M08,22.08,0.9,2.58,0.0656,56,0.766,1.62,25.63,59.59,0,Morning,5,8,7,1,16.91328,0.11684777316676942,25.559999999999995,0.10627200000000002,1,3.282038399825841,1.275362800412609
598,P01,Raw Material Intake,M01,5.34,2.08,3.92,0.1599,18,0.2375,1.89,10.36,16.84,1,Afternoon,1,6,0,0,1.2682499999999999,0.734081022320183,11.34,0.30221099999999995,0,2.4300984132930052,1.5933085305042167
599,P10,Dispatch,M04,4.66,6.17,3.54,0.1116,5,0.626,7.3,13.99,56.67,1,Morning,3,2,3,1,2.91716,0.7596550221995232,14.370000000000001,0.81468,0,2.7073833121145063,1.5129270120532565
600,P06,Assembly,M10,25.07,4.51,24.63,0.1893,29,0.6073,1.19,55.04,49.53,1,Afternoon,1,0,9,0,15.225010999999999,0.9824487505190465,54.209999999999994,0.225267,0,4.0260657214688065,3.24376354037598
601,P05,Surface Treatment,M02,20.15,2.06,3.37,0.0604,1,0.8923,2.54,26.97,85.38,1,Afternoon,3,8,1,0,17.979844999999997,0.16724557456795308,25.58,0.153416,0,3.3311325072138684,1.4747630091074988
602,P07,Quality Inspection,M03,10.2,1.82,13.68,0.1758,35,0.5944,2.69,26.26,45.65,1,Morning,1,5,2,1,6.06288,1.3411751557106317,25.7,0.47290200000000004,0,3.3054204262683866,2.6864860231863696
603,P05,Surface Treatment,M04,18.12,7.11,1.54,0.1309,2,0.5533,1.87,26.96,56.59,1,Morning,5,8,3,1,10.025796000000001,0.08498891556903114,26.77,0.244783,0,3.3307749173656096,0.9321640810304452
604,P03,Forming,M06,15.69,8.02,2.25,0.1082,24,0.5688,2.6,24.22,67.88,1,Afternoon,4,3,5,0,8.924472,0.1434033502846716,25.96,0.28132,0,3.2276373305367736,1.1786549963416462
605,P02,Cutting,M08,11.22,12.08,6.29,0.0724,19,0.3083,1.29,29.31,24.14,0,Afternoon,4,1,7,0,3.4591260000000004,0.5606055609576105,29.59,0.093396,0,3.4114776910697118,1.986503546020567
606,P02,Cutting,M09,10.2,2.23,4.34,0.094,9,0.7261,4.18,17.42,71.07,0,Morning,3,1,8,1,7.406219999999999,0.4254897789315893,16.77,0.39292,0,2.913437030827161,1.6752256529721035
607,P04,Welding,M04,14.19,0.95,2.46,0.092,11,0.5862,1.95,17.23,46.19,0,Afternoon,2,9,3,0,8.318178,0.17336140002720224,17.599999999999998,0.1794,0,2.9030685886905716,1.2412685890696329
608,P09,Storage,M05,3.14,4.23,7.4,0.0846,52,0.7464,13.24,13.77,69.33,0,Night,2,7,4,2,2.343696,2.3566803927376028,14.770000000000001,1.120104,1,2.6925980965432883,2.128231705849268
609,P08,Packaging,M07,6.75,0.5,3.85,0.0813,2,0.5769,4.95,11.6,55.73,0,Afternoon,1,4,6,0,3.894075,0.570369525378481,11.1,0.402435,0,2.533696813957432,1.5789787049493917
610,P06,Assembly,M02,22.64,3.43,10.46,0.1684,105,0.8335,2.61,36.11,98.36,1,Afternoon,1,0,1,0,18.870440000000002,0.46201393020586123,36.53,0.43952399999999997,1,3.613886475072506,2.4388627112865935
611,P01,Raw Material Intake,M02,4.38,14.44,3.64,0.08,11,0.5199,6.71,23.89,49.01,0,Night,2,6,1,2,2.277162,0.8310483309398838,22.46,0.5368,0,3.2144661163795005,1.534714366238164
612,P03,Forming,M08,15.21,10.16,1.09,0.0515,24,0.4662,1.16,27.14,29.37,0,Afternoon,1,3,7,0,7.090902000000001,0.07166333223975527,26.46,0.059739999999999994,0,3.337192051686243,0.7371640659767197
613,P01,Raw Material Intake,M04,6.08,1.27,3.24,0.1049,9,0.5984,5.08,13.31,51.51,1,Morning,4,6,3,1,3.638272,0.5328938603719402,10.59,0.5328919999999999,0,2.6609585935683597,1.4445632692438664
614,P04,Welding,M04,22.43,5.35,11.47,0.1644,137,0.8242,1.37,39.32,51.4,1,Afternoon,1,9,3,0,18.486806,0.511368474646244,39.25,0.225228,1,3.696847623763113,2.523325759691945
615,P02,Cutting,M09,12.56,2.85,2.78,0.0552,70,0.3887,2.05,17.76,42.81,0,Afternoon,3,1,8,0,4.882072,0.2213374033937871,18.19,0.11315999999999998,1,2.9317269435780786,1.3297240096314962
616,P06,Assembly,M08,31.7,4.92,35.2,0.1194,46,0.6636,0.37,69.21,19.31,1,Afternoon,4,0,7,0,21.036119999999997,1.1104097443502385,71.82,0.044178,1,4.2514907510291575,3.5890591188317256
617,P09,Storage,M07,4.15,9.7,3.37,0.0591,7,0.4059,5.05,17.22,34.88,0,Morning,4,7,6,1,1.684485,0.8120462360331662,17.22,0.29845499999999997,0,2.9025198918318122,1.4747630091074988
618,P03,Forming,M04,11.8,11.3,5.89,0.2173,12,0.5552,2.53,28.51,49.72,1,Night,5,3,3,2,6.551360000000001,0.49915211936261067,28.990000000000002,0.549769,0,3.3847291889548483,1.9300710850255671
619,P09,Storage,M04,3.17,2.99,1.95,0.0698,33,0.9543,16.29,10.0,86.08,1,Night,2,7,3,2,3.025131,0.6151400153311819,8.11,1.1370419999999999,0,2.3978952727983707,1.0818051703517284
620,P06,Assembly,M01,25.82,1.51,27.84,0.1063,7,0.8439,1.87,55.4,80.28,1,Morning,2,0,0,1,21.789498,1.0782335095919793,55.17,0.198781,0,4.032469158504013,3.3617633124167483
621,P04,Welding,M02,21.03,11.42,31.51,0.098,14,0.6447,2.12,62.0,74.32,1,Morning,4,9,1,1,13.558041000000001,1.498334998414171,63.96000000000001,0.20776000000000003,0,4.143134726391533,3.4815477343158143
622,P05,Surface Treatment,M09,13.08,5.45,0.82,0.1148,68,0.2949,1.65,19.84,35.88,1,Afternoon,2,8,8,0,3.857292,0.06269108356950798,19.35,0.18941999999999998,1,3.0368742168851663,0.598836501088704
623,P06,Assembly,M09,29.84,5.7,25.46,0.1473,6,0.8315,1.74,60.17,86.35,1,Morning,5,0,8,1,24.81196,0.8532168722463566,61.0,0.256302,0,4.113656873254474,3.2756341586868096
624,P10,Dispatch,M02,4.34,0.5,2.56,0.1503,1,0.423,3.91,7.42,28.25,1,Night,5,2,1,2,1.8358199999999998,0.5898603920267466,7.4,0.587673,0,2.130609828254235,1.269760544863939
625,P06,Assembly,M03,21.14,1.1,20.58,0.1558,56,0.7323,1.35,43.11,47.63,1,Afternoon,3,0,2,0,15.480822,0.973509473268934,42.82,0.21033000000000002,1,3.786686514116848,3.0717669598299886
626,P01,Raw Material Intake,M04,5.51,0.66,4.16,0.1822,8,0.8389,7.42,10.83,68.12,1,Night,2,6,3,2,4.622338999999999,0.7549895553728578,10.33,1.351924,0,2.4706386779902956,1.6409365794934714
627,P08,Packaging,M09,7.81,4.41,4.03,0.0889,1,0.3871,2.28,15.54,29.72,0,Afternoon,5,4,8,0,3.0232509999999997,0.5160044609417914,16.25,0.202692,0,2.805781689595545,1.6154199841116479
628,P03,Forming,M05,18.32,0.98,10.32,0.116,77,0.3596,0.73,27.89,22.26,1,Morning,4,3,4,1,6.587872,0.5633184698043288,29.62,0.08468,1,3.363495514478144,2.4265710727750367
629,P06,Assembly,M04,28.92,27.14,1.59,0.116,21,0.7173,1.35,57.47,65.15,1,Night,5,0,3,2,20.744316,0.054979234101233024,57.650000000000006,0.15660000000000002,0,4.068513802187579,0.9516578757114464
630,P08,Packaging,M08,8.54,7.94,4.99,0.0584,5,0.4278,2.49,22.12,35.4,0,Afternoon,1,4,7,0,3.653412,0.5843084492875302,21.47,0.14541600000000002,0,3.1406980438041767,1.7900914121273581
631,P10,Dispatch,M01,5.72,5.86,2.75,0.1534,30,0.7382,7.31,15.08,69.77,1,Afternoon,5,2,0,0,4.222504,0.480768390265052,14.33,1.121354,0,2.77757626375082,1.3217558399823195
632,P04,Welding,M09,17.51,1.62,2.2,0.1405,10,0.7345,2.75,21.52,80.31,1,Afternoon,5,9,8,0,12.861095000000002,0.1256424182510461,21.330000000000002,0.386375,0,3.1144038032714896,1.1631508098056809
633,P10,Dispatch,M05,5.19,6.07,4.76,0.063,56,0.4498,3.94,15.52,34.05,0,Afternoon,1,2,4,0,2.3344620000000003,0.9171465950932657,16.020000000000003,0.24822,1,2.804571768092832,1.7509374747078
634,P05,Surface Treatment,M05,15.05,0.5,0.06,0.0912,19,0.6101,1.99,15.05,49.81,0,Afternoon,1,8,4,0,9.182005,0.003986708314479525,15.610000000000001,0.181488,0,2.775708849576025,0.05826890812397577
635,P09,Storage,M06,2.96,7.68,3.32,0.0468,19,0.4972,9.46,13.67,46.67,0,Night,2,7,5,2,1.471712,1.121617832372188,13.96,0.44272800000000007,0,2.6858045921548905,1.463255402256019
636,P07,Quality Inspection,M04,11.42,0.5,22.42,0.1111,74,0.5187,1.88,35.52,35.8,1,Afternoon,4,5,3,0,5.923554,1.9632206977051687,34.34,0.208868,1,3.597860055726768,3.1535903581695712
637,P07,Quality Inspection,M07,12.9,0.53,30.0,0.124,6,0.8102,3.91,44.05,84.08,1,Afternoon,3,5,6,0,10.45158,2.325579592573959,43.43,0.48484,0,3.807772984054347,3.4339872044851463
638,P02,Cutting,M03,15.56,1.2,2.71,0.1655,1,0.6079,1.12,19.26,29.01,1,Night,1,1,2,2,9.458924,0.17416441249073747,19.470000000000002,0.18536000000000002,0,3.0086484988205373,1.3110318766193438
639,P02,Cutting,M03,11.45,14.43,4.45,0.0584,14,0.5301,2.21,29.22,42.2,0,Morning,5,1,2,1,6.0696449999999995,0.3886459487808308,30.33,0.129064,0,3.4085039568445934,1.6956156086751528
640,P05,Surface Treatment,M03,22.84,2.55,3.08,0.0899,21,0.7732,1.36,29.1,51.75,0,Night,5,8,2,2,17.659888,0.1348510793121369,28.47,0.122264,0,3.40452517175483,1.4060969884160703
641,P07,Quality Inspection,M03,10.39,0.64,0.11,0.1187,34,0.3725,1.85,10.8,32.1,1,Morning,4,5,2,1,3.8702750000000004,0.010587092793943412,11.14,0.219595,0,2.468099531471619,0.10436001532424277
642,P09,Storage,M08,3.86,3.44,0.8,0.0688,37,0.5051,7.79,9.58,50.11,0,Morning,2,7,7,1,1.9496859999999998,0.20725334908458787,8.1,0.535952,0,2.3589654264301534,0.5877866649021191
643,P10,Dispatch,M09,1.08,3.04,1.15,0.0995,22,0.4536,22.93,6.48,41.17,0,Morning,2,2,8,1,0.48988800000000005,1.064804955509671,5.27,2.281535,0,2.012232791986386,0.7654678421395714
644,P01,Raw Material Intake,M03,3.32,5.08,1.81,0.0475,23,0.2741,4.94,10.95,27.36,0,Afternoon,5,6,2,0,0.910012,0.5451790807859013,10.21,0.23465000000000003,0,2.4807312783775197,1.0331844833456545
645,P09,Storage,M05,2.93,5.68,8.93,0.0605,85,0.6298,12.6,17.52,61.55,0,Morning,2,7,4,1,1.8453140000000001,3.047771168016491,17.54,0.7623,1,2.918851229218033,2.295560478057081
646,P06,Assembly,M05,28.06,8.94,19.06,0.1352,35,0.8058,1.2,56.98,56.29,1,Morning,1,0,4,1,22.610747999999997,0.6792584892165042,56.06,0.16223999999999997,0,4.06009812349351,2.9987277825337895
647,P02,Cutting,M03,13.34,7.6,2.83,0.194,12,0.3554,1.12,21.54,24.92,1,Afternoon,2,1,2,0,4.741036,0.21214376900766943,23.769999999999996,0.21728000000000003,0,3.11529150861163,1.3428648031925547
648,P07,Quality Inspection,M06,12.08,2.42,0.32,0.1254,91,0.4204,1.94,14.04,39.11,1,Night,1,5,5,2,5.078432,0.026490044296320948,14.82,0.24327600000000002,1,2.7107133185216936,0.2776317365982795
649,P04,Welding,M09,26.22,9.17,32.87,0.1482,202,0.6741,1.72,68.32,75.38,1,Night,5,9,8,2,17.674902,1.2536227102888213,68.25999999999999,0.254904,1,4.238733464847405,3.5225296668296804
650,P02,Cutting,M05,9.05,2.77,4.63,0.0474,0,0.5922,3.31,16.0,50.02,0,Afternoon,5,1,4,0,5.35941,0.5116016446390667,16.45,0.156894,0,2.833213344056216,1.728109442151599
651,P08,Packaging,M04,9.0,1.23,1.48,0.0737,39,0.7387,4.2,12.35,63.06,0,Afternoon,1,4,3,0,6.6483,0.16444426172859808,11.71,0.30954000000000004,1,2.5915163848462583,0.9082585601768908
652,P03,Forming,M02,21.97,2.41,2.65,0.141,6,0.3978,0.31,27.04,11.28,1,Morning,5,3,1,1,8.739666,0.1206189710427988,27.029999999999998,0.04371,0,3.3336320621663895,1.2947271675944
