Record_ID,Process_ID,Process_Name,Machine_ID,Cycle_Time_min,Setup_Time_min,Waiting_Time_min,Defect_Rate,Inventory_Level,Machine_Utilization,Production_Output_units_hr,Lead_Time_min,Efficiency_Score,Is_Bottleneck,Shift,Day_Of_Week
1187,P06,Assembly,M09,25.61,7.75,17.08,0.1281,38,0.4072,0.1,50.54,4.27,1,Morning,2
1188,P08,Packaging,M10,8.3,0.76,2.22,0.0898,14,0.217,1.5,10.13,20.79,0,Morning,3
1189,P03,Forming,M10,12.3,0.86,6.04,0.0729,0,0.668,2.09,20.05,42.85,0,Morning,2
1190,P10,Dispatch,M02,3.6,9.02,3.6,0.1456,11,0.2996,4.69,15.39,28.14,1,Morning,4
1191,P08,Packaging,M03,10.77,3.06,0.26,0.0713,31,0.4219,3.09,13.74,55.52,0,Afternoon,4
1192,P04,Welding,M07,10.09,1.53,9.14,0.1556,20,0.8669,4.68,19.82,78.74,1,Morning,4
1193,P04,Welding,M02,14.26,2.58,74.29,0.1664,28,0.8059,3.42,90.11,81.28,1,Night,4
1194,P06,Assembly,M05,22.46,6.28,31.3,0.1439,49,0.5267,0.95,60.95,35.46,1,Afternoon,5
1195,P02,Cutting,M04,5.61,19.7,3.43,0.135,8,0.7545,7.04,26.64,65.86,1,Morning,3
1196,P10,Dispatch,M01,5.4,3.24,13.63,0.1719,46,0.7834,6.34,23.1,57.1,1,Afternoon,2
1197,P08,Packaging,M05,7.42,25.72,1.98,0.1155,1,0.2906,1.81,36.26,22.35,1,Night,2
1198,P04,Welding,M02,26.92,10.13,16.97,0.1185,0,0.8075,1.83,52.71,81.91,1,Afternoon,2
1199,P10,Dispatch,M05,5.38,19.04,0.59,0.0572,5,0.3366,3.61,25.11,32.4,0,Night,1
1200,P01,Raw Material Intake,M08,4.33,22.76,1.14,0.1257,71,0.7887,9.86,29.72,71.19,1,Morning,4
1201,P01,Raw Material Intake,M05,7.24,0.5,1.46,0.0861,69,0.479,3.61,11.37,43.57,0,Morning,4
1202,P06,Assembly,M07,23.23,1.18,26.85,0.109,0,0.5866,0.72,51.43,27.87,1,Afternoon,3
1203,P07,Quality Inspection,M08,6.38,5.86,26.94,0.0932,35,0.57,4.95,38.65,52.56,1,Morning,4
1204,P06,Assembly,M07,27.21,17.59,20.53,0.1301,33,0.6964,1.93,65.53,87.55,1,Morning,5
1205,P04,Welding,M05,13.94,0.5,0.42,0.1541,38,0.5715,2.81,15.02,65.21,1,Night,2
1206,P04,Welding,M06,24.7,0.59,37.02,0.1762,26,0.6255,1.47,62.59,60.65,1,Night,1
1207,P10,Dispatch,M01,3.43,5.44,7.98,0.1118,47,0.4053,6.61,16.84,37.82,1,Afternoon,2
1208,P01,Raw Material Intake,M06,5.59,7.82,8.17,0.0571,13,0.8436,8.63,21.04,80.41,0,Night,2
1209,P09,Storage,M01,3.08,4.3,3.65,0.1058,59,0.4712,7.68,11.83,39.43,1,Night,4
1210,P04,Welding,M03,17.02,0.5,6.23,0.164,3,0.5669,2.01,23.44,56.97,1,Night,5
1211,P06,Assembly,M01,32.24,0.5,17.63,0.1331,29,0.6472,1.71,50.66,91.67,1,Morning,2
1212,P01,Raw Material Intake,M03,4.96,8.49,3.24,0.1272,73,0.4162,4.39,14.37,36.24,1,Morning,4
1213,P03,Forming,M05,9.99,18.47,6.23,0.0527,20,0.6865,4.04,35.09,67.22,0,Night,4
1214,P09,Storage,M06,3.12,12.45,0.58,0.069,20,0.512,9.1,17.08,47.25,0,Afternoon,2
1215,P02,Cutting,M04,10.37,4.56,16.44,0.0755,6,0.7447,3.82,32.54,65.98,1,Night,2
1216,P05,Surface Treatment,M07,16.21,2.65,1.91,0.126,21,0.4209,1.45,20.03,39.29,1,Night,5
1217,P09,Storage,M08,4.22,0.5,3.42,0.0564,23,0.6615,8.5,7.54,59.79,0,Afternoon,3
1218,P06,Assembly,M04,19.27,7.24,12.08,0.2646,12,0.915,1.8,37.91,57.67,1,Night,1
1219,P10,Dispatch,M06,4.37,2.15,5.69,0.0851,15,0.887,11.15,12.6,81.27,1,Morning,5
1220,P01,Raw Material Intake,M05,4.96,22.29,5.54,0.0776,44,0.1916,1.6,32.28,13.19,0,Morning,1
1221,P09,Storage,M01,3.37,0.56,11.08,0.1384,17,0.658,9.67,15.77,54.39,1,Afternoon,4
1222,P05,Surface Treatment,M04,11.95,1.26,1.62,0.1626,9,0.5096,2.16,16.37,43.09,1,Afternoon,2
1223,P01,Raw Material Intake,M06,4.95,0.74,12.36,0.0533,65,0.3919,4.65,18.14,38.4,0,Afternoon,4
1224,P07,Quality Inspection,M03,8.65,1.8,2.05,0.1907,19,0.7463,4.11,13.4,59.17,1,Morning,4
1225,P09,Storage,M10,2.88,2.36,0.68,0.0953,21,0.3678,7.22,5.96,34.61,0,Night,2
1226,P07,Quality Inspection,M07,8.48,0.76,7.39,0.1485,15,0.7962,4.41,16.32,62.31,1,Night,3
1227,P10,Dispatch,M08,6.02,2.29,5.59,0.1566,16,0.321,2.41,15.88,24.2,1,Morning,5
1228,P03,Forming,M04,9.25,6.36,1.07,0.0478,19,0.5595,3.0,17.9,46.32,0,Afternoon,5
1229,P10,Dispatch,M03,4.1,0.5,3.72,0.1688,26,0.333,3.77,9.66,25.71,1,Morning,5
1230,P03,Forming,M03,16.53,5.53,7.14,0.1382,0,0.8227,2.96,28.89,81.58,1,Night,4
1231,P03,Forming,M03,18.73,0.5,1.08,0.0587,6,0.6641,3.02,20.58,94.26,0,Morning,1
1232,P07,Quality Inspection,M03,11.71,0.98,31.32,0.2266,15,0.5624,2.46,44.52,47.96,1,Morning,2
1233,P10,Dispatch,M07,6.66,2.98,0.2,0.0524,9,0.3343,2.71,10.39,30.05,0,Night,5
1234,P06,Assembly,M07,17.9,1.96,77.09,0.1476,34,0.3274,0.52,97.6,15.63,1,Afternoon,2
1235,P05,Surface Treatment,M10,16.17,6.27,7.18,0.0678,38,0.7119,2.05,28.45,55.22,0,Morning,1
1236,P07,Quality Inspection,M03,11.03,5.02,21.38,0.1422,28,0.9072,3.45,38.29,63.4,1,Afternoon,1
1237,P10,Dispatch,M05,5.7,6.21,2.78,0.1745,6,0.4215,3.62,13.97,34.35,1,Morning,2
1238,P04,Welding,M05,19.16,6.69,21.29,0.1315,21,0.7017,1.24,46.99,39.61,1,Morning,5
1239,P02,Cutting,M02,13.98,5.32,1.32,0.0913,8,0.118,0.1,21.79,2.33,0,Morning,2
1240,P08,Packaging,M01,6.9,2.72,1.95,0.077,4,0.8282,6.51,12.71,74.81,0,Morning,3
1241,P10,Dispatch,M09,4.18,0.5,3.32,0.0837,15,0.6469,7.68,7.55,53.47,0,Morning,5
1242,P03,Forming,M03,15.19,0.5,5.91,0.113,26,0.7626,2.88,21.6,72.92,1,Night,2
1243,P10,Dispatch,M04,5.7,7.68,5.24,0.1373,19,0.6861,6.68,18.83,63.46,1,Morning,3
1244,P10,Dispatch,M07,4.11,3.08,1.54,0.1147,52,0.5854,6.87,8.86,47.1,1,Morning,2
1245,P06,Assembly,M10,22.42,0.91,12.12,0.1578,15,0.8178,1.6,35.96,59.82,1,Morning,5
1246,P10,Dispatch,M08,3.23,0.5,3.3,0.0917,11,0.2146,4.11,6.97,22.12,0,Night,5
1247,P05,Surface Treatment,M09,20.78,0.5,0.69,0.1165,17,0.3237,0.73,22.48,25.31,1,Night,5
1248,P05,Surface Treatment,M09,18.45,1.05,6.47,0.0811,5,0.644,1.71,26.41,52.62,0,Morning,1
1249,P01,Raw Material Intake,M04,4.5,9.2,5.23,0.1838,65,0.8427,9.06,20.64,68.03,1,Afternoon,4
1250,P06,Assembly,M03,32.22,6.01,19.41,0.1988,3,0.8547,1.17,58.19,62.82,1,Morning,3
1251,P04,Welding,M06,17.8,10.92,10.65,0.1834,12,0.6652,2.46,42.1,73.08,1,Afternoon,4
1252,P07,Quality Inspection,M08,8.09,2.14,4.44,0.1082,35,0.6201,4.47,14.43,60.32,1,Morning,2
1253,P10,Dispatch,M07,5.8,3.91,2.58,0.0751,3,0.5005,4.86,13.53,47.0,0,Morning,4
1254,P08,Packaging,M04,7.77,2.67,2.03,0.0758,3,0.6689,4.8,11.28,62.18,0,Afternoon,5
1255,P05,Surface Treatment,M07,27.74,4.1,0.6,0.1764,6,0.8931,1.96,31.91,90.76,1,Afternoon,3
1256,P06,Assembly,M05,33.2,4.22,18.08,0.1549,148,0.6695,0.97,56.09,53.54,1,Morning,3
1257,P06,Assembly,M08,32.37,0.5,32.1,0.1316,14,0.5127,0.59,65.52,31.82,1,Afternoon,3
1258,P06,Assembly,M06,25.31,9.18,9.56,0.1243,43,0.663,1.18,45.67,49.66,1,Night,3
1259,P04,Welding,M02,20.78,0.8,8.34,0.1399,28,0.8292,1.13,29.43,39.19,1,Night,1
1260,P01,Raw Material Intake,M08,5.37,1.78,8.21,0.1743,16,0.5843,5.55,15.1,49.62,1,Afternoon,1
1261,P04,Welding,M01,20.46,1.65,2.02,0.1037,14,0.6609,1.48,25.08,50.34,1,Morning,1
1262,P09,Storage,M03,2.61,6.64,4.01,0.0916,1,0.5299,11.52,13.86,50.2,0,Afternoon,4
1263,P05,Surface Treatment,M05,12.03,6.64,2.38,0.2448,20,0.3778,1.53,21.08,30.67,1,Afternoon,2
1264,P07,Quality Inspection,M05,14.04,4.11,4.0,0.1163,21,0.7835,2.93,23.83,68.55,1,Afternoon,2
1265,P08,Packaging,M03,5.89,1.36,3.35,0.139,56,0.4245,3.47,10.74,34.02,1,Morning,4
1266,P01,Raw Material Intake,M04,5.34,3.1,9.65,0.2402,11,0.361,2.49,19.12,22.22,1,Night,5
1267,P07,Quality Inspection,M09,13.44,1.56,3.31,0.1225,123,0.7612,4.23,18.61,94.73,1,Morning,5
1268,P06,Assembly,M10,27.3,1.26,1.38,0.1298,114,0.8216,1.21,29.95,55.28,1,Morning,2
1269,P09,Storage,M03,4.53,24.41,7.06,0.0475,11,0.5807,7.61,36.32,57.43,0,Morning,1
1270,P08,Packaging,M01,6.68,3.1,2.07,0.0973,12,0.6042,4.92,13.01,54.8,0,Night,5
1271,P07,Quality Inspection,M02,8.95,12.25,3.35,0.2376,0,0.7311,4.08,24.53,60.79,1,Morning,5
1272,P10,Dispatch,M09,3.07,0.5,0.88,0.1611,25,0.7282,11.73,4.04,60.02,1,Afternoon,2
1273,P02,Cutting,M10,9.79,8.18,5.75,0.1283,29,0.4787,2.97,24.0,48.51,1,Night,1
1274,P05,Surface Treatment,M10,23.07,9.24,3.19,0.0941,4,0.6289,1.35,36.88,51.76,0,Afternoon,5
1275,P03,Forming,M01,10.23,0.58,5.76,0.1105,3,0.6246,3.86,17.49,65.81,1,Afternoon,1
1276,P07,Quality Inspection,M07,11.91,3.84,4.41,0.1641,101,0.7652,3.26,20.49,64.75,1,Morning,2
1277,P04,Welding,M04,26.57,2.52,0.65,0.1259,13,0.737,1.06,29.94,46.8,1,Morning,5
1278,P05,Surface Treatment,M05,17.94,5.13,16.61,0.0405,25,0.3596,1.08,39.91,32.3,1,Morning,5
1279,P06,Assembly,M01,29.16,7.37,10.72,0.1037,92,0.8263,1.72,47.63,83.47,1,Afternoon,1
1280,P05,Surface Treatment,M04,23.32,8.61,3.13,0.1317,12,0.3573,0.98,34.09,38.27,1,Night,2
1281,P06,Assembly,M10,27.61,3.33,7.75,0.2498,16,0.6082,1.07,39.45,49.09,1,Afternoon,1
1282,P07,Quality Inspection,M01,14.32,1.8,21.62,0.1324,35,0.7693,2.41,38.16,57.62,1,Afternoon,1
1283,P08,Packaging,M10,7.5,1.39,10.18,0.0869,5,0.6923,4.57,19.11,57.12,0,Afternoon,3
1284,P06,Assembly,M07,20.2,17.38,1.06,0.1189,80,0.4195,2.15,38.82,72.27,1,Morning,5
1285,P06,Assembly,M08,20.51,0.69,8.22,0.1804,172,0.5671,2.01,28.41,68.78,1,Afternoon,3
1286,P06,Assembly,M10,26.3,2.21,24.12,0.132,29,0.8126,1.9,52.74,83.36,1,Afternoon,3
1287,P07,Quality Inspection,M05,9.05,6.04,4.4,0.2381,100,0.7372,3.86,19.38,58.21,1,Night,2
1288,P08,Packaging,M10,9.93,2.95,1.59,0.0995,3,0.7991,4.13,15.6,68.37,0,Morning,4
1289,P10,Dispatch,M10,6.52,0.5,4.94,0.1368,5,0.8624,6.38,12.07,69.35,1,Afternoon,5
1290,P05,Surface Treatment,M01,28.35,5.44,3.49,0.1596,37,0.4728,1.44,36.37,67.93,1,Night,3
1291,P02,Cutting,M03,13.0,3.49,0.26,0.1083,47,0.4848,2.09,17.7,45.36,1,Afternoon,5
1292,P10,Dispatch,M08,5.21,0.5,1.13,0.0548,11,0.8601,8.64,7.13,75.03,0,Afternoon,1
1293,P07,Quality Inspection,M06,8.13,0.6,15.96,0.2069,3,0.7634,4.37,23.0,59.13,1,Night,4
1294,P08,Packaging,M10,7.15,1.57,4.13,0.0763,14,0.579,4.24,14.02,50.54,0,Night,3
1295,P04,Welding,M03,24.02,4.14,28.19,0.1516,41,0.8362,1.48,56.35,59.31,1,Night,1
1296,P09,Storage,M07,2.12,5.18,8.19,0.0957,55,0.4406,11.19,16.24,39.52,0,Morning,4
1297,P03,Forming,M04,17.6,2.88,4.19,0.0702,1,0.4507,0.82,24.5,23.91,0,Afternoon,3
1298,P09,Storage,M02,3.04,0.5,11.11,0.2046,7,0.6954,11.6,13.47,58.73,1,Afternoon,3
1299,P07,Quality Inspection,M09,8.11,13.18,22.02,0.2128,63,0.8912,5.57,45.03,75.27,1,Night,3
1300,P08,Packaging,M03,5.89,3.16,6.43,0.0763,9,0.7392,7.37,15.64,72.43,0,Night,1
1301,P10,Dispatch,M04,4.99,8.22,7.98,0.0694,14,0.8148,8.97,19.88,74.54,0,Morning,4
1302,P07,Quality Inspection,M02,13.04,5.21,28.19,0.1672,18,0.5923,2.63,47.18,57.14,1,Afternoon,5
1303,P05,Surface Treatment,M03,18.0,5.04,4.89,0.1061,3,0.4988,1.32,26.4,39.46,1,Morning,2
1304,P05,Surface Treatment,M02,18.84,1.95,5.82,0.106,1,0.3653,1.88,27.27,59.07,1,Morning,1
1305,P08,Packaging,M01,6.9,10.23,11.01,0.0659,4,0.625,4.59,28.34,52.77,0,Morning,3
1306,P10,Dispatch,M01,6.97,8.8,2.51,0.0956,28,0.7888,5.97,17.77,69.33,0,Morning,5
1307,P03,Forming,M05,12.56,11.81,5.94,0.0637,3,0.4048,2.0,29.88,41.83,0,Morning,4
1308,P01,Raw Material Intake,M10,4.2,0.5,14.43,0.1086,46,0.6692,8.9,17.79,62.32,1,Afternoon,3
1309,P08,Packaging,M05,9.59,1.2,1.3,0.0494,35,0.8789,5.53,14.13,88.41,0,Morning,1
1310,P08,Packaging,M07,7.34,21.06,1.75,0.1379,10,0.4762,3.55,30.91,43.48,1,Morning,5
1311,P05,Surface Treatment,M06,19.54,2.73,5.27,0.041,7,0.6483,2.1,26.59,68.28,0,Night,2
1312,P04,Welding,M06,27.28,0.5,23.8,0.1021,27,0.6829,2.08,49.98,94.81,1,Morning,1
1313,P04,Welding,M02,23.57,11.61,57.7,0.1524,25,0.8143,1.4,92.07,55.14,1,Morning,5
1314,P10,Dispatch,M08,4.88,2.29,20.64,0.095,61,0.5919,6.68,28.18,54.31,1,Night,5
1315,P06,Assembly,M06,16.35,7.13,36.36,0.0882,8,0.7905,3.06,59.42,83.49,1,Morning,5
1316,P04,Welding,M02,23.23,5.9,4.82,0.1363,58,0.6358,1.45,33.16,55.97,1,Afternoon,4
1317,P03,Forming,M04,18.54,2.73,16.34,0.2223,0,0.6992,2.42,39.17,74.73,1,Morning,1
1318,P01,Raw Material Intake,M10,5.83,4.45,2.47,0.0833,10,0.6464,6.34,11.44,61.62,0,Morning,4
1319,P04,Welding,M08,24.58,5.07,13.87,0.1815,44,0.85,1.29,43.84,52.71,1,Morning,2
1320,P08,Packaging,M10,10.5,3.53,2.18,0.0499,5,0.5651,3.12,18.46,54.57,0,Night,2
1321,P01,Raw Material Intake,M02,4.69,0.5,4.61,0.0694,46,0.568,6.63,9.86,51.8,0,Afternoon,3
1322,P07,Quality Inspection,M05,10.17,1.64,1.1,0.1723,64,0.7623,3.61,10.96,61.22,1,Morning,5
1323,P02,Cutting,M05,10.26,7.73,1.31,0.105,0,0.4115,2.58,19.48,44.14,1,Morning,2
1324,P08,Packaging,M04,6.62,3.2,1.85,0.1384,11,0.545,5.25,9.69,57.87,1,Morning,4
1325,P02,Cutting,M03,11.68,10.71,5.56,0.0976,3,0.7333,3.67,27.22,71.44,0,Afternoon,3
1326,P05,Surface Treatment,M02,6.48,8.61,0.99,0.0585,10,0.7812,6.48,17.41,70.07,0,Morning,5
1327,P09,Storage,M03,3.0,1.61,1.07,0.0908,25,0.6511,12.53,7.97,62.7,0,Morning,3
1328,P05,Surface Treatment,M09,20.73,2.16,0.48,0.0838,4,0.4404,0.88,22.76,30.34,0,Night,3
1329,P01,Raw Material Intake,M05,4.23,0.67,7.98,0.086,5,0.8188,10.81,14.05,76.3,0,Afternoon,5
1330,P05,Surface Treatment,M03,12.24,1.44,0.01,0.0721,5,0.6538,3.43,12.24,69.99,0,Night,5
1331,P06,Assembly,M08,17.08,1.14,45.54,0.0989,88,0.8666,3.48,63.37,99.12,1,Morning,5
1332,P07,Quality Inspection,M01,10.77,3.44,9.12,0.0963,18,0.8145,5.05,23.6,90.74,0,Afternoon,1
1333,P04,Welding,M07,24.3,3.22,27.4,0.1881,0,0.6004,0.99,54.25,40.12,1,Night,3
1334,P06,Assembly,M10,30.04,1.81,6.48,0.2814,25,0.8618,1.58,38.39,78.97,1,Morning,4
1335,P02,Cutting,M02,10.01,9.99,0.44,0.0612,13,0.5549,3.0,21.58,50.05,0,Afternoon,5
1336,P04,Welding,M03,18.57,15.63,5.27,0.1649,10,0.495,2.08,40.19,64.44,1,Afternoon,4
1337,P04,Welding,M05,14.98,1.88,2.66,0.1695,115,0.7817,2.17,18.61,54.16,1,Night,3
1338,P05,Surface Treatment,M04,19.25,1.05,4.93,0.2214,2,0.5952,1.06,25.45,33.87,1,Morning,4
1339,P06,Assembly,M05,25.11,16.94,5.91,0.132,98,0.8324,1.7,48.73,70.98,1,Morning,4
1340,P04,Welding,M05,18.0,1.91,6.06,0.1011,90,0.9095,2.24,25.26,67.07,1,Night,2
1341,P04,Welding,M05,25.6,1.78,18.1,0.1421,79,0.691,0.88,44.67,37.5,1,Night,5
1342,P06,Assembly,M08,20.25,0.58,28.7,0.1939,32,0.8601,2.39,48.96,80.56,1,Afternoon,3
1343,P04,Welding,M02,25.52,0.5,9.51,0.1027,12,0.6985,2.48,35.62,105.39,1,Afternoon,1
1344,P02,Cutting,M07,11.2,0.5,7.08,0.1076,5,0.6399,2.22,17.31,41.47,1,Night,1
1345,P04,Welding,M01,23.81,2.83,17.0,0.1265,21,0.8783,2.11,44.06,83.72,1,Night,2
1346,P04,Welding,M04,22.54,2.57,6.0,0.1301,96,0.6189,0.54,30.18,20.42,1,Morning,1
1347,P07,Quality Inspection,M02,15.78,0.92,11.15,0.1917,26,0.5595,1.27,26.67,33.34,1,Afternoon,4
1348,P06,Assembly,M09,30.66,6.22,35.04,0.1295,2,0.8292,0.76,73.29,38.8,1,Afternoon,5
1349,P01,Raw Material Intake,M05,5.15,12.61,7.35,0.138,3,0.7688,7.75,26.78,66.61,1,Afternoon,3
1350,P02,Cutting,M06,13.9,0.5,1.46,0.0872,10,0.5778,2.28,15.99,52.8,0,Afternoon,2
1351,P08,Packaging,M03,8.25,7.93,0.08,0.1354,66,0.7868,4.4,17.08,60.53,1,Afternoon,5
1352,P01,Raw Material Intake,M10,4.86,3.28,5.15,0.1007,38,0.5399,6.04,11.67,48.89,1,Night,5
1353,P10,Dispatch,M07,6.17,1.0,5.94,0.1506,31,0.7298,5.43,14.11,55.82,1,Morning,4
1354,P08,Packaging,M07,9.19,5.65,5.42,0.0877,28,0.6857,3.81,20.3,58.38,0,Afternoon,2
1355,P09,Storage,M08,2.96,0.69,13.28,0.0373,5,0.1603,2.91,15.33,14.34,0,Afternoon,2
1356,P07,Quality Inspection,M10,7.33,3.62,14.87,0.1575,7,0.6371,4.37,27.0,53.41,1,Morning,4
1357,P06,Assembly,M09,30.88,0.5,29.18,0.2234,5,0.8216,0.57,59.66,29.35,1,Morning,5
1358,P03,Forming,M06,10.29,1.29,6.18,0.1218,14,0.3497,1.68,18.35,28.85,1,Afternoon,5
1359,P07,Quality Inspection,M06,9.39,3.01,7.69,0.1624,46,0.7748,3.36,19.85,52.67,1,Afternoon,2
1360,P10,Dispatch,M05,4.89,0.9,0.87,0.179,14,0.7235,7.61,7.48,62.0,1,Afternoon,3
1361,P03,Forming,M10,14.72,2.06,2.82,0.0855,35,0.8134,2.49,19.36,61.17,0,Afternoon,3
1362,P10,Dispatch,M02,4.43,0.75,4.85,0.0387,9,0.6163,7.35,10.32,54.29,0,Morning,2
1363,P06,Assembly,M03,25.87,3.87,7.9,0.1166,140,0.7329,0.7,36.95,30.24,1,Night,4
1364,P02,Cutting,M06,15.65,7.89,2.77,0.0622,19,0.3757,1.33,25.28,34.76,0,Afternoon,3
1365,P01,Raw Material Intake,M06,6.21,3.69,4.58,0.0974,79,0.4745,4.05,13.13,41.85,0,Night,3
1366,P07,Quality Inspection,M10,9.42,4.91,1.84,0.1114,0,0.7009,3.59,14.54,56.42,1,Night,4
1367,P04,Welding,M04,18.58,2.02,6.58,0.1554,16,0.7928,2.12,26.97,65.61,1,Afternoon,3
1368,P06,Assembly,M05,30.87,5.79,9.61,0.156,65,0.9624,0.84,46.43,43.11,1,Morning,4
1369,P04,Welding,M02,13.64,5.54,3.05,0.1755,16,0.5834,2.94,22.45,66.93,1,Night,3
1370,P02,Cutting,M05,9.63,9.69,2.04,0.0863,6,0.859,5.07,22.74,81.39,0,Night,4
1371,P03,Forming,M05,20.38,5.3,1.39,0.1129,42,0.3544,1.32,26.6,44.98,1,Night,3
1372,P08,Packaging,M03,5.42,7.64,2.68,0.2135,29,0.7949,6.69,15.01,60.34,1,Morning,2
1373,P03,Forming,M04,18.38,5.46,1.86,0.1584,9,0.8347,2.24,26.66,68.5,1,Morning,5
1374,P10,Dispatch,M06,4.27,3.05,0.42,0.0727,6,0.5103,6.95,6.34,49.46,0,Night,4
1375,P08,Packaging,M07,6.76,3.36,7.82,0.0503,20,0.5261,4.91,17.95,55.37,0,Afternoon,2
1376,P08,Packaging,M01,10.42,1.61,6.56,0.0645,22,0.7603,4.25,17.49,73.88,0,Afternoon,5
1377,P04,Welding,M02,19.82,0.69,0.15,0.2975,23,0.9019,2.18,21.94,71.96,1,Night,5
1378,P01,Raw Material Intake,M04,5.99,2.84,0.93,0.0607,25,0.6522,6.21,10.55,61.99,0,Afternoon,4
1379,P03,Forming,M03,15.09,3.2,1.2,0.1324,21,0.3109,0.77,21.28,19.45,1,Afternoon,2
1380,P07,Quality Inspection,M01,9.2,8.27,18.97,0.1526,58,0.8381,4.8,36.4,73.61,1,Morning,2
1381,P08,Packaging,M07,9.93,9.43,5.11,0.2233,70,0.5336,1.67,25.26,27.71,1,Morning,3
1382,P10,Dispatch,M07,4.45,2.01,5.51,0.0953,15,0.4094,5.89,12.17,43.71,0,Morning,5
1383,P09,Storage,M09,2.84,2.22,3.2,0.1044,7,0.7485,14.17,8.85,66.94,1,Morning,2
1384,P10,Dispatch,M09,5.45,18.49,1.87,0.1658,3,0.3463,3.0,26.22,27.28,1,Afternoon,2
1385,P01,Raw Material Intake,M07,5.86,0.5,8.33,0.0788,9,0.217,1.87,14.06,18.22,0,Night,5
1386,P10,Dispatch,M04,4.48,10.83,0.63,0.09,25,0.5043,6.14,14.86,45.82,0,Afternoon,2
1387,P09,Storage,M10,3.31,5.98,0.4,0.1243,17,0.6912,10.71,11.35,59.0,1,Afternoon,5
1388,P09,Storage,M04,3.68,0.5,5.04,0.0494,6,0.689,10.07,8.55,61.79,0,Afternoon,3
1389,P07,Quality Inspection,M02,7.81,4.53,16.16,0.1866,42,0.3952,2.52,28.11,32.74,1,Afternoon,3
1390,P01,Raw Material Intake,M07,6.23,1.75,3.55,0.0908,24,0.4998,4.77,12.12,49.53,0,Afternoon,1
1391,P01,Raw Material Intake,M08,6.13,0.59,9.16,0.173,7,0.7352,6.32,16.77,64.51,1,Night,4
1392,P06,Assembly,M05,28.88,2.21,3.31,0.1348,49,0.4024,1.18,35.29,56.88,1,Morning,5
1393,P09,Storage,M06,2.94,5.27,0.53,0.0938,39,0.7002,13.65,9.85,66.94,0,Morning,2
1394,P07,Quality Inspection,M08,9.88,0.5,48.38,0.1786,69,0.6684,4.56,58.46,75.13,1,Night,5
1395,P09,Storage,M02,3.96,1.74,2.03,0.0637,9,0.6213,8.33,7.03,54.94,0,Night,5
1396,P09,Storage,M05,2.41,5.6,12.4,0.0843,0,0.6848,15.4,21.05,61.78,0,Night,5
1397,P03,Forming,M05,7.95,3.11,6.25,0.0719,19,0.5683,4.83,16.84,63.97,0,Afternoon,3
1398,P01,Raw Material Intake,M07,2.09,4.9,0.15,0.0493,5,0.3562,9.43,7.65,32.89,0,Night,3
1399,P03,Forming,M06,16.77,2.94,1.86,0.0755,5,0.5041,2.29,22.3,64.05,0,Afternoon,2
1400,P08,Packaging,M08,7.76,9.82,11.99,0.1351,8,0.7226,4.05,30.22,52.32,1,Afternoon,5
1401,P01,Raw Material Intake,M06,5.15,8.76,3.5,0.0862,5,0.6321,6.97,18.25,59.85,0,Afternoon,3
1402,P07,Quality Inspection,M09,9.6,0.5,3.89,0.123,15,0.8407,4.78,15.46,76.47,1,Afternoon,4
1403,P07,Quality Inspection,M05,7.89,3.71,11.69,0.0848,117,0.644,4.52,22.5,59.42,0,Morning,4
1404,P03,Forming,M09,15.96,4.48,1.23,0.1273,30,0.7967,2.53,20.75,67.19,1,Morning,1
1405,P09,Storage,M10,2.54,0.86,7.45,0.0906,1,0.4003,8.6,11.05,36.36,0,Morning,1
1406,P03,Forming,M10,13.41,8.14,29.61,0.0882,7,0.5936,2.73,50.94,61.04,1,Night,1
1407,P10,Dispatch,M04,3.92,8.13,0.65,0.0687,12,0.5503,7.66,12.19,50.1,0,Morning,3
1408,P03,Forming,M07,14.47,2.6,12.68,0.0805,14,0.6021,2.42,31.04,58.37,0,Night,3
1409,P07,Quality Inspection,M10,10.42,1.43,6.41,0.1322,53,0.941,4.55,19.16,79.08,1,Morning,1
1410,P01,Raw Material Intake,M09,3.74,12.61,5.45,0.1642,43,0.8357,11.02,22.16,68.65,1,Night,5
1411,P06,Assembly,M04,22.99,9.8,70.19,0.1592,18,0.4869,1.28,102.82,49.18,1,Morning,3
1412,P09,Storage,M02,2.82,6.63,0.9,0.1166,20,0.485,9.47,10.39,44.49,1,Afternoon,5
1413,P02,Cutting,M06,13.98,11.4,6.67,0.1389,2,0.3223,1.41,31.66,32.86,1,Night,1
1414,P04,Welding,M03,19.74,0.54,6.69,0.1757,54,0.6877,1.9,27.87,62.66,1,Morning,3
1415,P09,Storage,M01,3.49,0.5,4.71,0.0393,67,0.927,15.52,7.84,90.37,1,Afternoon,5
1416,P04,Welding,M03,20.44,1.76,21.0,0.1775,93,0.6196,1.7,43.22,57.82,1,Afternoon,2
1417,P01,Raw Material Intake,M10,4.1,16.23,22.14,0.143,1,0.5794,7.05,43.94,48.22,1,Night,4
1418,P03,Forming,M01,14.76,0.59,5.41,0.0486,4,0.2867,1.06,20.84,25.97,0,Morning,4
1419,P06,Assembly,M05,31.66,3.76,18.89,0.1659,6,0.8571,1.2,55.05,63.09,1,Morning,3
1420,P09,Storage,M05,2.13,0.72,2.96,0.1594,5,0.8368,19.99,7.06,70.94,1,Morning,5
1421,P08,Packaging,M09,5.78,0.72,15.39,0.1681,4,0.6236,4.78,20.36,45.97,1,Afternoon,3
